,City,Price,Title,bedroom,ft
1933,03801,$1450,Great 2-bedroom apartment near downtown Portsmouth,,
1934,Manchester,$1785,#115 - MUST SEE - Manchester's Historic Mill West Apartments!,2br,
1935,"108WMainStreet,Merrimac,MA",$1849,"Luxury 55+ Active Adult Community- Coming Soon to Merrimac, MA",2br,1071ft2
1936,Manchester,$1785,#129 - Old meets new in this Manchester Mill Apartment!,2br,
1937,"NorthSt.,Jaffrey",$995,"Renovated 3 Bedroom, near town w/garage bay, INCLUDES HEAT!!!!",3br,
1938,Manchester,$2600,"#213 - 2 Bedroom, Tower Room Apartment Overlooking Manchester!",2br,
1939,,$1827,"2 bedroom -Full sized washer and dryer in apartment, Granite",2br,949ft2
1940,"Alstead,NH",$1100,2 Bedroom Alstead Apartment,2br,
1941,FranconiaNH,$700,Studio appartment,1br,
1942,concordnh,$1395,CONCORD NH 2 BEDROOM APARTMENT FOR RENT,2br,
1943,,$900,1 Bedroom 1 Bath,1br,460ft2
1944,Bethlehem,$700,In-Law for rent,1br,
1945,RussellSt.Manchester,$1400,2br in Manchester North End Duplex,2br,1000ft2
1946,"Dunbarton,NH",$1695,"Dunbarton House, Duplex. Space For Parent(s), Relative(s), Child",3br,2028ft2
1947,Hooksettnh,$1400,1 bedroom 2 baths,1br,1500ft2
1948,RussellSt.Manchester,$1700,3br in Manchester North End Duplex,3br,1100ft2
1949,NASHUA,$1300,HOUSE/2 BEDROOM,2br,1000ft2
1950,Rochester,$900,Beautiful QUIET  Clean one bedroom hot water included,1br,
1951,Rindge,,house for rent,1br,
1952,Nashua,$1200,Tired of renters? We buy headache houses !,,
1953,"Salem,NH",$2100,"3 BD Duplex, nice neighborhood",3br,1700ft2
1954,Exeter,$1500,Large and Quiet 2 Bedroom,2br,1100ft2
1955,"Durham,NH",$1300,"Solar-powered Barn Loft Apartment, unfurnished/furnished",1br,600ft2
1956,Manchester,$1122,2BDRM TOWNHOME ALL UTILITIES INCLUDED*,2br,922ft2
1957,10Prospect,$1100,Two 3 Bdrm units just renovated! Nice street downtown,3br,900ft2
1958,196somainNewmarketnh,$1350,1 bdr walk to town Newmarket,1br,750ft2
1959,Chichester,$2200,Farm house,4br,
1960,Nashua,$1900,These River Views Will Rock You Like A Hurricane! #235,2br,1213ft2
1961,Nashua,$1850,Apartments Tailored to Your Highest Standards #236,2br,1232ft2
1962,Rochester,$1500,"Large lower 3 bdrm, huge yard, laundry",3br,1200ft2
1963,Nashua,$1825,Don't let apartment hunting stress you out! Lofts 34 now open! #441,2br,951ft2
1964,Nashua,$1825,"New, fresh, exciting opportunities at Lofts 34! #440",2br,896ft2
1965,Laconia,$1255,Apartment Available with Mountain Range Peek-A-Boo View in Laconia,2br,984ft2
1966,Manchester,$2655,Come Check Out Our Game Room at Lofts of Mill West! #413,2br,1510ft2
1967,Nashua,$1995,Unit #435 will make you and your guests come alive! Lofts 34!,2br,1268ft2
1968,Manchester,$2145,Where Luxury Meets Convenience! #ll16,3br,1515ft2
1969,Nashua,$1795,Come see our amazing amenities! Lofts 34! #244,2br,951ft2
1970,Nashua,$17956,Lofts 34! Downtown Nashua! Brand new community! #301,2br,908ft2
1971,Nashua,$2300,Everything You Need. All Right Here at Lofts 34!   #245,2br,1402ft2
1972,Nashua,$1625,Lofts 34! Come check us out! #239,1br,1043ft2
1973,Nashua,$1850,Now Leasing New Beginnings at Lofts 34! #240,2br,1184ft2
1974,Nashua,$1575,New with a view! Nashua's Lofts 34!  126,1br,
1975,"maplest,somersworth",$1350,"Somersworth, NH. 3 Bed room 1 Bath Condo for rent.  HHW included",3br,860ft2
1976,"Portsmouth,NH",$2000,Two Bedroom Furnished Condo,2br,950ft2
1977,Manchester,$1635,High Ceilings Stainless Steel Appliances and Much More! Mill West(122),2br,930ft2
1978,Manchester,$1785,2 BR 1 Bathroom River/City Facing Manchester Apartment (A313),2br,1100ft2
1979,Manchester,$1810,City Living and Great Views of Downtown Manchester (243),2br,1035ft2
1980,Laconia,$1255,This apartment has front row seats to Laconia Fall Foliage!,2br,984ft2
1981,"Manchester,NH",$800,Restored Victorian - 1 Bedroom Apt.,1br,
1982,Nashua,$1450,Top Floor 2 BR in Central Location! Pets Welcome!,2br,980ft2
1983,Laconia,$1255,Prepare your Holiday Meals with Stainless Steel Appliances~Laconia,2br,984ft2
1984,Campton,$1100,2 BR with Jacuzzi and heat included,2br,
1985,Farmington,$1100,Small Farm Apt rental,2br,1000ft2
1986,Manchester,$1810,2 Bed Plus Den! Centrally Located in Manchester #224,2br,1029ft2
1987,60AnneserdChelseama,$1450,Chelsea Mass 2 Bdrm Apt,2br,875ft2
1988,,$1649,"1 bedroom - 24-Hour fitness center, Plank flooring, Oversized garden t",1br,739ft2
1989,Manchester,$1810,Your New Home Is Waiting #209,2br,1020ft2
1990,33AndrewStreet,$1495,Executive North End Manchester Heated Furnished Apartment,1br,580ft2
1991,Nashua,$1455,Convenient Location! Beautiful Community! Dog Friendly Bldgs!,2br,1050ft2
1992,Manchester,$1635,Loft Living #122,2br,930ft2
1993,SoManchester,$1595,Available Mid Nov.....,1br,600ft2
1994,NearDover,$1400,2 BEDROOM TOWNHOUSE,2br,1300ft2
1995,No.Walpole,$1200,Large 4BR apt,4br,1200ft2
1996,Lisbon,$1100,2br 1.5ba ALL INCLUDED,2br,1000ft2
1997,Alexandria,$900,Quiet 2 bedroom,2br,
1998,MunsonvilleCornis,$1250,3 bedroom 1.5 bath Lovely location impeccable,5br,2215ft2
1999,Scarborough,$1400,"1 Bedroom, completely furnished, All Utilities included",1br,800ft2
2000,"Manchester,NH",$1395,WON'T LAST - Spacious North End 3 Bedroom on 1st Floor,3br,1350ft2
2001,"DOVER,NH*Walktoeverything",$1800,"3 BR APT, Downtown Dover, NH.  Off St Parking, W&D  IN UNIT **",3br,
2002,CLAREMONT,$1500,Single Family Home,3br,
2003,"57McdonoughSt,Portsmouth,NH",$700,"APPLY TO OLD T HOUSE MOVE IN HOUSE:11 /04/18, SAT & 11 /04/18 SUN, 3PM",2br,1153ft2
2004,Gonic/Rochester,$800,Brand new house to share in Gonic/Rochester,3br,
2005,"Acton,Maine",$1425,2 Bedroom 1 bath House near lake,2br,1000ft2
2006,"NorthConway,NH",$1500,New 2BR for Rent,2br,1300ft2
2007,hooksettnh,$1650,single family home in hooksett nh,2br,
2008,"Tamworth,NH",$800,1 Bed/1 Bath,1br,
2009,Rochester,$900,1 Bedrm apartment,1br,600ft2
2010,"Manchester,NH",$1915,2019 is Your Time to Live in This Manchester Loft at Mill #1,2br,1107ft2
2011,"Meredith,NH",$2000,"3 bedroom house, beach rights, lake view, walk to town",3br,1688ft2
2012,Laconia,$1255,Impress your guests this holiday season with your awesome Laconia apt.,2br,984ft2
2013,Manchester,$1850,Gorgeous Original Features in this Luxury Renovated 2 bed with a (311),2br,1035ft2
2014,Manchester,$1785,Exposed Brick & Fireplace in this Top Floor River View apartment(A313),2br,1100ft2
2015,Manchester,$1785,Pet Friendly Apartment in Downtown Manchester 2BR 1BA (129),2br,1035ft2
2016,"6MacGregorCourt,NH",$1700,New Construction!!! Londonderry! Beautiful Apartments!,2br,980ft2
2017,"41McKayDrive,ExeterNH",$1500,1 bedroom spacious apartment for December available.,1br,775ft2
2018,,$1050,Newly renovated 2 bedroom,2br,800ft2
2019,"Manchester,NH",$1620,Downtown Loft Living @ Manchester's Lofts at Mill #1,2br,1008ft2
2020,"1400FrontSt.,Manchester",$1425,"Regency Place, Premier 55+ Apartments",1br,750ft2
2021,Lebanon,$1765,"On-Site Maintenance, Stackable Washer and Dryer in Apartment Homes",1br,697ft2
2022,,$1649,"1 bedroom - Year-round BBQ stations, Lighted tennis & basketball courts",1br,739ft2
2023,Laconia,$1255,Don't Settle for Less!!! Apple Ridge is your affordable dream home!,2br,984ft2
2024,"Wilton,NH",$1300,Rental 2 Bed 1 Bath 1000 sq/ft Wilton NH for rent,2br,1000ft2
2025,Manchester,$1145,The sun is coming out - Call to see this 1 bedroom for Dec -,1br,600ft2
2026,59OldHackettHillRdManchesterNH,$1810,"Regency Heights, Exclusive 55+ Living",2br,1140ft2
2027,BagdadRoad,$3000,"Walk to campus, downtown, Amtrak, 4 beds, 2 baths, 2 car attached garage, more o",4br,1365ft2
2028,3CountryClubDrManchesterNH,$1875,Luxury Living At Its Best-55+Community- Rivers Edge!,2br,1470ft2
2029,Manchester,$1810,Proper Design and Ready for Move-In at Lofts at Mill West!  #207,2br,1035ft2
2030,"1850FrontStManchesterNH,Unit#34",$1850,You Will Love The Savings At Regency West!!,2br,1140ft2
2031,,$1649,"1 bedroom - Stainless-steel appliances, Mini blinds, Oversized garden",1br,739ft2
2032,"345MonadnockHwy,Swanzey",$850,345 Monadnock Hwy,1br,650ft2
2033,"108WMainStreet,Merrimac,MA",$1600,OPEN HOUSE!!  REGENCY VILLAGE!! TODAY 12-3,1br,889ft2
2034,"180JuniperHillRoad,Stoddard",$1350,Stoddard 2-3 Bedrooms,2br,1000ft2
2035,"108WMainStreet,Merrimac,MA",$1849,Open House Today At Regency Village 12pm-3pm,2br,1071ft2
2036,Nashua,$1795,We Are Pet Friendly at Lofts 34 #110!,2br,1098ft2
2037,"Manchester,NH",$1620,Fall Back in Time ~ Manchester's Lofts at Mill #1,2br,1008ft2
2038,"Sutton,NH",$1000,Cozy 2BR House,2br,1000ft2
2039,,$1350,"Strawberry bank rd, ht/hw incl. (Nashua, exit 1)",2br,850ft2
2040,Manchester,$1300,Close to both Highway and down town,2br,1000ft2
2041,"Nashua,NH",$1505,Won't Last!  Ideal 2 Bedroom w/ Designer Kitchen Upgrade & Huge LR!,2br,980ft2
2042,Lebanon,$1695,"Patio/Balcony, NEST Thermostats, Wheelchair Access, Short Term Lease",1br,697ft2
2043,Lebanon,$2060,"Fitness Center, Patio/Balcony, Recycling, Public Transportation",2br,999ft2
2044,Nashua,$2375,Love Where You Live at Lofts 34 #442!,2br,1402ft2
2045,"108WMainStreet,Merrimac,MA",$1600,HAPPENING NOW!! OPEN HOUSE @ REGENCY VILLAGE,2br,898ft2
2046,,$1858,"2 bedroom - Central heating and air conditioning, 24-Hour fitness cent",2br,949ft2
2047,Dunbarton,$1350,2 Bedroom House for Rent,2br,1050ft2
2048,,$700,"Cozy, quiet 1 bdrm apt in Laconia",1br,
2049,Manchester,$2655,Mill West Is *Stuffed* With Amenities! Upgrade to Luxury Living! #413,2br,1510ft2
2050,Keene,$850,Apartment for Rent,2br,
2051,"48HighSt,exeterNH",$2750,Lovely 4 Bedroom 2 1/2 Bath Exeter NH (SAU16),4br,2300ft2
2052,Dover,$1519,Low Move In Costs! $500 Security Deposit! Don't Miss Out!,2br,
2053,Manchester,$1145,A 1 bedroom apartment for December 10th - Call Today -,1br,600ft2
2054,Dover,$1349,Last 1 Bed!1 Call for Details!,2br,
2055,"1400FrontSt.,Manchester",$1425,"Regency Place, Premier 55+ Apartments",1br,750ft2
2056,Lebanon,$2125,3 Bedroom Townhouse - Garage - Available Now -,3br,1706ft2
2057,SalemNH,$1250,Just Remodeled,1br,
2058,Dover,$1519,Two Bedroom Available Mid November- Easy Access to RT. 16,2br,
2059,418CedarStreet,$1000,2 Bedroom for Rent: 418 Cedar Street Manchester NH 03103,,
2060,3CountryClubDrManchesterNH,$1875,Fantastic View of The River! Rivers Edge Luxury Condos,2br,1470ft2
2061,Portsmouth,$3150,Spacious 2 bedroom with lots of light and closets,2br,1248ft2
2062,PortwalkPlace,$2115,Gorgeous Studio in Downtown Portsmouth!,656ft2,
2063,Nashua,$1500,Dog Friendly 2 Bedroom Corner Apartment!  Private Wooded View!,2br,750ft2
2064,59OldHackettHillRdManchesterNH,$1810,"Regency Heights, Exclusive 55+ Living",2br,1140ft2
2065,Nashua,$2805,Lofts 34 Is *Pudding* Downtown Nashua On The Map This Holiday! #129,3br,1836ft2
2066,Laconia,$1255,Life is better near the Lakes! Welcome home to Apple Ridge!!!,2br,984ft2
2067,"1850FrontStManchesterNH,UNIT#34",$1850,GREAT SAVINGS AT REGENCY WEST!!,2br,1140ft2
2068,"108WMainStreet,Merrimac,MA",$1849,OPEN HOUSE!! REGENCY VILLAGE! TODAY FROM 12-3,2br,1071ft2
2069,Nashua,$1795,"Carpet squares, vinyl, bamboo floors, so many options! Lofts34#215",2br,1098ft2
2070,HANCOCK,$2500,FARM HOUSE FOR RENT,5br,2800ft2
2071,Dorchester,$600,Country living/ farmhouse,2br,
2072,Nashua,$1750,1 Month Rent FREE at Lofts 34 is a *Recipe* For Success! #203,2br,1102ft2
2073,Nashua,$1650,Lofts 34 now open and ready to amaze! #407,1br,933ft2
2074,Nashua,$1795,Amenities for days! Lofts 34 has so much to offer! #310,2br,1098ft2
2075,"MANCHESTER,NH",$1150,ALL PETS WELCOME - APT. FOR RENT,3br,900ft2
2076,Manchester,$1890,#LL12 - So many windows! Upgraded Manchester Mill Apt. w/ Private Ent.,2br,
2077,Manchester,$1145,Soon the snow will be here - Shoveling done for you - December -,1br,600ft2
2078,"Manchester,NH",$1325,"Gorgeous 2-Story Victorian Apt w Garage, MBR Suite, SunRm",2br,1600ft2
2079,Lebanon,$2125,Cozy up to the fireplace - Car in the garage - Townhouse -,3br,1706ft2
2080,Manchester,$1890,#LL15 - Private Entrance 2 Bedroom Manchester Mill Apartment,2br,
2081,"Claremont,NH",$950,2 Bedroom New Paint/Carpeting,2br,
2082,Manchester,$1785,#313 - 2 BR 1 Bathroom River/City Facing Manchester Apartment.,2br,
2083,,$1,Empty apartments? Allow a dog,1ft2,
2084,,$1300,Rt 3. Exit 8 Knights Bridge Arms Condo W/Garage!,2br,810ft2
2085,1188islandpondrd,$1300,country living  MANCHESTER NH'.    next to  EAST INDUSTRIAL PARK,1br,800ft2
2086,"103Cricketbrook,Dover,NH03820",$1200,Perfect rental 1bed 1bath condo for rent,1br,426ft2
2087,"131LakeSt#214,Laconia,NH03246",$1300,Unique 1bed 1bath condo for rent,1br,800ft2
2088,"275OceanBlvd#409,Hampton,NH03842",$2400,Fully FURNISHED with Brand New Furniture 1bed 1bath condo for rent,1br,1181ft2
2089,Keene,$950,3 bedroom 2nd floor apartment,3br,
2090,"22WashingtonStreet,Concord,NH",$1400,Apartment for Rent,2br,1100ft2
2091,Nashua,$1425,"Ideal Floor Plan - 2 BR, Front to Back Living Room & So Much More!",2br,1050ft2
2092,"Lebanon,NH",$1845,Cozy Up This Fall at Prospect Hill,2br,1020ft2
2093,"Lebanon,NH",$2110,Just Perfect 3 Br at Prospect Hills Coming Soon!,3br,1706ft2
2094,Laconia,$1255,Check out our onsite Cardio Center & Community Lounge in Laconia,2br,984ft2
2095,"Nashua,NH",$1795,Give thanks in your new apartment this Thanksgiving,2br,1098ft2
2096,Manchester,$925,1 Bedroom Apartment on Dead End on West Side,1br,500ft2
2097,Manchester,$1145,There's no place like home ~ Renovated ~ Rural Area ~ Pet Friendly ~,1br,
2098,Manchester,$1145,Worry free and maintenance free ~ Call Today ~ Rural Area ~,1br,
2099,Manchester,$1145,Cozy - Renovated ~ Bamboo Flooring ~ Southside Manor ~ Rural ~,1br,
2100,Milford,$1395,"2 Bedroom Townhouse 1.5 bath, w/d hookup, lots of storage",2br,
2101,Keene,$1325,Warm & Welcoming! Tucked Away In Keene/Swanzey area!,2br,
2102,"2200WhiteCedarBlvd,Portsmouth",$1250,2 BR 1st Floor at Cedars of Portsmouth - 2BR - Lower Level - $1250.00,2br,900ft2
2103,Lebanon,$995,Downtown Heated 1 Bedroom Apt $995.,1br,
2104,Goffstown,$1150,♥  ♡  LOVE it at HIGHWOOD VILLAGE!!,2br,770ft2
2105,"Nashua,NH",$1450,"Welcome Home To Nashua!! Spacious One Bedroom, Call Today!",1br,
2106,Laconia,$1255,No More Laundromat!! We provide a Washer/Dryer in all Laconia Apts.,2br,984ft2
2107,,$2128,"2 bedroom - Nine-foot ceilings & walk-in closets, Carports available",2br,1097ft2
2108,"12SunriseVillage,Charlestown,NH",$599,"12 Sunrise Village, Charlestown, NH 03603",2br,725ft2
2109,"Manchester,NH",$1915,Gift Yourselves a Manchester Loft at Mill #1 This Year!,2br,1107ft2
2110,Lebanon,$1350,Premium Top-Floor Studio in a Classic New England School Building!,700ft2,
2111,,$1821,"2 bedroom - High-speed Internet access, Mini blinds",2br,933ft2
2112,,$2246,"2 bedroom - Plank flooring, River and wooded views, 24-Hour fitness center",2br,1097ft2
2113,"Bristol,NH",$2000,Winter Cabin Getaway!!!,4br,1800ft2
2114,,$1806,"2 bedroom - Pet friendly with some restrictions, Well-landscaped grounds",2br,949ft2
2115,Laconia,$1255,Make the Move to Apple Ridge in Laconia- Call today for availability,2br,984ft2
2116,Lebanon,$1695,"NEST Thermostats, Package Receiving, Public Transportation, Dog Park",1br,697ft2
2117,,$1649,"1 bedroom - Valet dry-cleaning service, Plank flooring",1br,739ft2
2118,Nashua,$1820,A Higher Quality of Living at Lofts 34 #237!,1br,1165ft2
2119,1850FrontStManchesterNH,$1850,Luxury 55+ Apartments @ Regency West!,2br,1140ft2
2120,3CountryClubDrManchesterNH,$1875,River Views!!! 55+ Luxury Condos,2br,1470ft2
2121,"36TimberlaneRoad,Hampstead",$1850,Peace and quiet on Sunset Lake,2br,1200ft2
2122,Hampton,$2400,Beautiful 3 Bedroom 2.5 Bath Townhouse available Now Walk to the beach,3br,2500ft2
2123,"Manchester,NH",$1620,Make 2019 The Year You Move to Your Manchester Loft at Mill #1,2br,1008ft2
2124,,$1000,384 Maple St #1 Lovely 3 bedroom apartment on the 1st Floor!,3br,
2125,Manchester,$865,213 Laurel Street #6 Lovely 2 Bedroom Apartment,2br,
2126,Manchester,$900,213 Laurel Street #2 Lovely 2 bedroom apartment,2br,
2127,,$2195,"Brand New Two Bedroom Apartment Homes in Salem, NH",2br,959ft2
2128,"108WMainStreet,Merrimac,MA",$1600,OPEN HOUSE @REGENCY VILLAGE!!,1br,889ft2
2129,Nashua,$1525,"Warm and Inviting, Spacious 2 BR!",2br,1050ft2
2130,Keene,$850,2nd floor,1br,
2131,"Manchester,NH",$1620,Walk to Downtown Fun From Your Manchester Loft at Mill #1,2br,1008ft2
2132,,$1777,"2 bedroom - Walk in closets, Plank flooring, 9-ft ceilings",2br,933ft2
2133,Laconia,$994,Call Today To Income Qualify for Our Waitlist,2br,973ft2
2134,"Newport,NH",$220,2-bedroom townhouse; $210/wk,2br,
2135,Manchester,$1680,"2 Bedroom Townhouse - HUGE loft, Garage, Private Deck, Storage,",2br,1100ft2
2136,Surry,$1700,2 bath home,3br,2400ft2
2137,"Goshen,NH",$1450,2BR Like New! Duplex near Sunapee,2br,
2138,ManchesterNH,$1185,Available Now! 1 Bedroom Apartments at Colonial Village,1br,720ft2
2139,ValleyGroveApartmentsManchesterNH,$795,Studio - Heat included,,
2140,Dover,$1579,"Dover's Hidden Gem! Quiet, Stunning, and All High End!",2br,
2141,"Concord,NH",$955,Pembroke Place is Pet Friendly! Call To Be Added To Our Wait list!,1br,600ft2
2142,"Concord,NH",$955,Call Us Today! Ask To Be Added to Our Wait List at Pembroke Place!,1br,600ft2
2143,"Lisbon,NH",$875,Sunny Unique 2 Bedroom Apartment in Lisbon,2br,850ft2
2144,Dover,$2100,"Exclusive Duplex, All New, Garage and Basement! Waitlist Options!",2br,
2145,"Newmarket,NH",$1695,New 2Bed/2Ba plus den w/A/C - Pet Friendly,2br,1200ft2
2146,Manchester,$1635,Save Money at the Movies in our Private Theater at Lofts at Mill West!,2br,930ft2
2147,NewfieldsNH,$1500,AVAILABLE NOW/NEWFIELDS NH TOWNHOUSE/DUPLEX,2br,1200ft2
2148,,$2226,"2 bedroom - Plank flooring, Granite countertops, Carports available",2br,1097ft2
2149,"46MainStreet,NewfieldsNH",$2500,Wonderful 2-Story House for Rent - Available 11/01,2br,3176ft2
2150,"Newmarket,NH",$1100,2 Bdrm Riverfront Apartments,2br,
2151,ME,$1200,15 Bancroft Court Portland,,
2152,Durham,$850,FULLY furnished 1BR w/private Ba and walk-in closet (5 BR apartment),1br,
2153,"Seabrook,NH",$945,ONLY A FEW UNITS LEFT at Rockingham Village Apartments,410ft2,
2154,"Seabrook,NH",$1145,FIRST MONTH'S RENT FREE at Rockingham Village Apartments,1br,570ft2
2155,"Seabrook,NH",$1245,FIRST MONTH'S RENT FREE at Rockingham Village Apartments,2br,740ft2
2156,"Seabrook,NH",$1595,ONLY A FEW UNITS LEFT at Rockingham Village Apartments,3br,1100ft2
2157,Lebanon,$1695,"High Speed Internet, Package Receiving, Spacious Closets, Dog Park",1br,697ft2
2158,401#7-2DeerStTheHill,$2850,Downtown townhouse with parking,2br,1600ft2
2159,Dover,$1200,Dover Two Bedroom Townhomes Available Now!,2br,
2160,Laconia,$1255,Treat yourself this Holiday Season to Laconia's Newest Apts!,2br,984ft2
2161,"Thornton,NH",$995,Condo/Townhome in Thornton,2br,1200ft2
2162,"FordwayExt,Derry,NH",$1025,"Cozy 2nd flr, 1 bed, private entrance - all util included, $1025",1br,400ft2
2163,Laconia,$1249,Call Today To Income Qualify for Our Waitlist,3br,1203ft2
2164,Nashua,$1820,Come Warm Up By Our Fire Place at Lofts 34!,2br,1212ft2
2165,Nashua,$2235,Unit #421 is so much fun! Lofts 34!,3br,1390ft2
2166,Nash,$1600,There's Snow Place Like Home At Lofts 34! #302,1br,829ft2
2167,"145HIGHROAD,LEE",$1600,2 BEDROOM APT (HALF OF A DUPLEX),2br,1000ft2
2168,"108WMainStreet,Merrimac,MA",$1849,JOIN US FOR AN OPEN HOUSE @ REGENCY VILLAGE!!,2br,1071ft2
2169,Manchester,$1785,#115 - MUST SEE - Manchester's Historic Mill West Apartments!,2br,
2170,Swanzey,$1255,"Modern Fixtures, Patio, Covered Parking Available",2br,1018ft2
2171,Nashua,$2375,Enjoy The Snow Again! Park Your Car In Our Garage at Lofts 34! #442,2br,1402ft2
2172,"MANCHESTER,NH",$1150,ALL PETS WELCOME - APT. FOR RENT,3br,900ft2
2173,Manchester,$1810,#217 - Manchester's most historic mill apartment building!,2br,
2174,Nashua,$1795,Rainy days are a thing of the past with Lofts 34 to cheer you up! #308,2br,1098ft2
2175,Nashua,$1625,We've got the home for you! Unit number 402! AT LOFTS 34!,1br,829ft2
2176,Manchester,$2600,"#213 - 2 Bedroom, Tower Room Apartment Overlooking Manchester!",2br,
